year,id,espacios(rótulo_refined),Dirección,Epígrafe de actividad,Fecha de la inspección,Tipo de actuación,Perfil de la actividad,Estado higiénico sanitario,Frecuencia de inspección,macroetiquetas,year_2018,id_2,Fecha de la inspección_2,Tipo de actuación_2,Perfil de la actividad_2,Estado higiénico sanitario_2,Frecuencia de inspección_2,mejora o empeora,latitude,longitude,final_district,owner (education only),Denominación genérica,fuente alternativa
2018,8398,EL RINCON DE TETUAN,CALLE MARQUES DE VIANA NUM 11 ,561004 - BAR RESTAURANTE,05/06/2018,Programada,Prioridad baja,Favorable,Baja,bares/restaurantes,,,,,,,,,40.4610213,-3.6995358,Tetuán,,,
2018,6523,MI ALCAMPO,CALLE MARQUES DE VIANA NUM 14 ,"471901 - COMERCIO AL POR MENOR EN ESTABLECIMIENTOS NO ESPECIALIZADOS, SIN PREDOMINIO EN PRODUCTOS ALIMENTICIOS, BEBIDAS Y TABACO",05/03/2018,Programada,Prioridad baja,Favorable,Baja,comercio,,,,,,,,,40.4617086,-3.7001207,Tetuán,,,
2019,3874,SR,CALLE MARQUES DE VIANA NUM 18 ,561004 - BAR RESTAURANTE,23/05/2019,No programada,Prioridad baja,Favorable condicionado,Baja,bares/restaurantes,,,,,,,,,40.4619759,-3.7002443,Tetuán,,,
2018,6524,SEREA,CALLE MARQUES DE VIANA NUM 18 ,561004 - BAR RESTAURANTE,25/07/2018,Programada,Prioridad baja,Favorable condicionado,Baja,bares/restaurantes,,,,,,,,,40.4619759,-3.7002443,Tetuán,,,
2018,1933,ALIMENTACION,CALLE MARQUES DE VIANA NUM 20 ,472911 - OTRO COMERCIO AL POR MENOR DE PRODUCTOS ALIMENTICIOS (PERECEDEROS Y NO PERECEDEROS) CON VENDEDOR N.C.O.P.,19/03/2018,Programada,Prioridad baja,Favorable,Baja,comercio,,,,,,,,,40.4619246,-3.7006834,Tetuán,,,
2019,1697,PRUDENCIO PRIETO CARNICERIA/T9-10 Y 11,CALLE MARQUES DE VIANA NUM 4 ,472204 - COMERCIO AL POR MENOR DE CARNICERIA-SALCHICHERIA,18/01/2019,Programada,Prioridad media,Favorable condicionado,Media,comercio,2018,2796,24/07/2018,Programada,Prioridad media,Favorable condicionado,Media,Sin cambios,40.4609998,-3.6988122,Tetuán,,,
2018,4295,COMPAÑIA BURGUER SPAIN,CALLE MARQUES DE VIANA NUM 4 ,472407 - ESTABLECIMIENTOS DE VENTA DE PLATOS PREPARADOS CON OBRADOR,18/07/2018,Programada,Prioridad baja,Desfavorable,Alta,comercio,,,,,,,,,40.4609998,-3.6988122,Tetuán,,,
2018,6403,PANADERIA,CALLE MARQUES DE VIANA NUM 4 ,472402 - COMERCIO AL POR MENOR DE PAN Y PRODUCTOS DE PANADERIA Y BOLLERIA SIN OBRADOR,21/11/2018,Programada,Prioridad baja,Favorable,Baja,comercio,,,,,,,,,40.4609998,-3.6988122,Tetuán,,,
2018,1934,SALCHICHERIA J GARCIA/CJ9-10-11-12,CALLE MARQUES DE VIANA NUM 4 ,472204 - COMERCIO AL POR MENOR DE CARNICERIA-SALCHICHERIA,11/01/2018,No programada,Prioridad media,Favorable condicionado,Media,comercio,,,,,,,,,40.4609998,-3.6988122,Tetuán,,,
2019,5040,COLEGIO SAN JOSE,CALLE MARQUES DE VIANA NUM 41 ,562902 - SERVICIOS DE COMEDOR EN CENTROS EDUCATIVOS Y CENTROS DE CUIDADO INFANTIL,06/03/2019,Programada,Prioridad baja,Favorable,Baja,comedor social,2018,8393,21/02/2018,Programada,Prioridad media,Desfavorable,Muy Alta,Mejora,40.4621218,-3.7016701,Tetuán,Centro privado,Centro Mixto,
2019,5035,ALIMENTACION Y BAZAR,CALLE MARQUES DE VIANA NUM 55 ,472911 - OTRO COMERCIO AL POR MENOR DE PRODUCTOS ALIMENTICIOS (PERECEDEROS Y NO PERECEDEROS) CON VENDEDOR N.C.O.P.,22/04/2019,Programada,Prioridad baja,Favorable,Baja,comercio,,,,,,,,,40.4625955,-3.7025472,Tetuán,,,
2019,4983,C.P. JUAN RAMON JIMENEZ,CALLE MARQUES DE VIANA NUM 58 ,562902 - SERVICIOS DE COMEDOR EN CENTROS EDUCATIVOS Y CENTROS DE CUIDADO INFANTIL,05/02/2019,Programada,Prioridad baja,Favorable,Baja,comedor social,2018,8281,20/03/2018,Programada,Prioridad media,Favorable,Media,Sin cambios,40.4634299,-3.7031097,Tetuán,Centro público,Centro Mixto,
2018,8365,ALIMENTACION,CALLE MARQUES DE VIANA NUM 69 ,472911 - OTRO COMERCIO AL POR MENOR DE PRODUCTOS ALIMENTICIOS (PERECEDEROS Y NO PERECEDEROS) CON VENDEDOR N.C.O.P.,19/12/2018,Programada,Prioridad baja,Favorable,Baja,comercio,,,,,,,,,40.462914,-3.703136,Tetuán,,,
2019,3880,FRUTAS Y VERDURAS DEL TIEMPO,CALLE MARQUES DE VIANA NUM 73 ,472102 - COMERCIO AL POR MENOR DE FRUTAS Y HORTALIZAS SIN OBRADOR,31/01/2019,Programada,Prioridad baja,Favorable,Baja,comercio,2018,6539,28/11/2018,Programada,Prioridad baja,Desfavorable,Alta,Mejora,40.46308,-3.70341,Tetuán,,,
2018,2910,HOTEL SERRANO,CALLE MARQUES DE VILLAMEJOR NUM 8 ,551001 - HOTELES Y MOTELES CON RESTAURANTE,18/10/2018,Programada,Prioridad alta,Favorable,Alta,bares/restaurantes,,,,,,,,,40.4311228,-3.6874444,Salamanca,,,
2018,5686,COMERCIO ALIMENTARIO DE PESCADERIA CON COCEDERO DE MARISCO,CALLE MARQUES DE ZAFRA NUM 21 ,472301 - COMERCIO AL POR MENOR DE PESCADOS Y MARISCOS CON OBRADOR (INCLUYE COCCION),20/03/2018,Programada,Prioridad media,Favorable,Media,comercio,,,,,,,,,40.425946,-3.662378,Salamanca,,,
2018,4351,NARCISO,CALLE MARQUES DEL RISCAL NUM 2 ,561004 - BAR RESTAURANTE,03/09/2018,Programada,Prioridad media,Desfavorable,Muy Alta,bares/restaurantes,,,,,,,,,40.4304729,-3.692335,Chamberí,,,
2018,6589,TOPPING & SALADS,CALLE MARQUES DEL RISCAL NUM 6 ,472407 - ESTABLECIMIENTOS DE VENTA DE PLATOS PREPARADOS CON OBRADOR,24/01/2018,Programada,Prioridad media,Favorable,Media,comercio,,,,,,,,,40.4304995,-3.6915631,Chamberí,,,
2018,6144,RESTAURANTE EL MARQUES,CALLE MARQUES VIUDO DE PONTEJOS NUM 17 ,561001 - RESTAURANTE,07/03/2018,Programada,Prioridad media,Desfavorable,Muy Alta,bares/restaurantes,,,,,,,,,40.4157097,-3.7060017,Centro,,,
2018,3757,CARNICERIA TOMAS,CALLE MARQUESA DE TORRECILLA NUM 4 ,472201 - COMERCIO AL POR MENOR DE CARNICERIA,09/07/2018,Programada,Prioridad baja,Desfavorable,Alta,comercio,,,,,,,,,40.4383078,-3.6395537,Ciudad Lineal,,,
2018,1547,PESCADOS JUAN,CALLE MARQUESA DE TORRECILLA NUM 4 ,472302 - COMERCIO AL POR MENOR DE PESCADOS Y MARISCOS SIN OBRADOR,12/09/2018,Programada,Prioridad baja,Favorable,Baja,comercio,,,,,,,,,40.4383078,-3.6395537,Ciudad Lineal,,,
2019,4833,EL OBRADOR DE GOYA,CALLE MARROQUINA NUM 100 ,"472404 - COMERCIO AL POR MENOR DE  PASTELERIA, CONFITERIA, REPOSTERIA CON OBRADOR-SIN BARRA DEGUSTACION",17/06/2019,Programada,Prioridad media,Favorable,Media,comercio,2018,7986,23/08/2018,Programada,Prioridad media,Favorable,Media,Sin cambios,40.4102393,-3.6462608,Moratalaz,,,
2019,1877,BAR EL ESPEJO,CALLE MARROQUINA NUM 104 ,563005 - BAR SIN COCINA,04/04/2019,Programada,Prioridad media,Favorable,Media,bares/restaurantes,,,,,,,,,40.410526,-3.6460164,Moratalaz,,,
2019,4376,ALIMENTACION HERMANOS ALONSO,CALLE MARROQUINA NUM 106 ,"471101 - COMERCIO AL POR MENOR EN ESTABLECIMIENTOS NO ESPECIALIZADOS, CON PREDOMINIO EN PRODUCTOS ALIMENTICIOS, BEBIDAS Y TABACO (AUTOSERVICIO)",16/04/2019,Programada,Prioridad baja,Favorable,Baja,comercio,,,,,,,,,40.4106752,-3.645888,Moratalaz,,,
2019,1401,BAR CAFETERIA ALFREDOS,CALLE MARROQUINA NUM 108 ,561005 - BAR CON COCINA,16/04/2019,Programada,Prioridad media,Favorable condicionado,Media,bares/restaurantes,,,,,,,,,40.4109141,-3.6456628,Moratalaz,,,
2018,483,PASTELERIA LA VILLA,CALLE MARROQUINA NUM 13 ,"472405 - COMERCIO AL POR MENOR DE PASTELERIA, CONFITERIA, REPOSTERIA SIN OBRADOR",13/09/2018,Programada,Prioridad baja,Favorable,Baja,comercio,,,,,,,,,40.4074422,-3.6501653,Moratalaz,,,
2018,2297,CAFETERIA DE MIJARES,CALLE MARROQUINA NUM 14 ,561006 - CAFETERIA,15/02/2018,Programada,Prioridad media,Favorable,Media,bares/restaurantes,,,,,,,,,40.407024,-3.6499,Moratalaz,,,
2018,4687,FRUTAS Y VERDURAS (AUTOSERVICIO),CALLE MARROQUINA NUM 17 ,472102 - COMERCIO AL POR MENOR DE FRUTAS Y HORTALIZAS SIN OBRADOR,18/01/2018,Programada,Prioridad baja,Favorable,Baja,comercio,,,,,,,,,40.4074829,-3.6496632,Moratalaz,,,
2018,7297,GHOST LONJA,CALLE MARROQUINA NUM 20 ,561004 - BAR RESTAURANTE,11/12/2018,Programada,Prioridad media,Favorable,Media,bares/restaurantes,,,,,,,,,40.4072438,-3.6495361,Moratalaz,,,
2019,4380,TABERNA... Y AL VINO VINO,CALLE MARROQUINA NUM 24 ,563005 - BAR SIN COCINA,14/03/2019,Programada,Prioridad media,Favorable,Media,bares/restaurantes,2018,7296,11/12/2018,Programada,Prioridad media,Favorable,Media,Sin cambios,40.4074028,-3.6491569,Moratalaz,,,
2018,2296,HELADERIA ROMA,CALLE MARROQUINA NUM 28 ,472902 - COMERCIO AL POR MENOR DE HELADOS CON OBRADOR CON BARRA DE DEGUSTACION,20/06/2018,Programada,Prioridad media,Favorable,Media,comercio,,,,,,,,,40.4075568,-3.6487582,Moratalaz,,,
2018,2288,CAFETERIA MESON HANNOVER,CALLE MARROQUINA NUM 34 ,561004 - BAR RESTAURANTE,22/02/2018,Programada,Prioridad media,Favorable,Media,bares/restaurantes,,,,,,,,,40.4077289,-3.648277,Moratalaz,,,
2019,1411,E.I. CATALINA LABOURE,CALLE MARROQUINA NUM 45 ,562902 - SERVICIOS DE COMEDOR EN CENTROS EDUCATIVOS Y CENTROS DE CUIDADO INFANTIL,30/05/2019,Programada,Prioridad alta,Favorable,Alta,comedor social,2018,2298,18/01/2018,Programada,Prioridad alta,Favorable,Alta,Sin cambios,40.4084545,-3.6483502,Moratalaz,Centro privado,Infantil,
2019,1403,BAR TAHOMAR,CALLE MARROQUINA NUM 57 ,561005 - BAR CON COCINA,24/04/2019,Programada,Prioridad media,Desfavorable,Muy Alta,bares/restaurantes,,,,,,,,,40.41027,-3.64723,Moratalaz,,,
2019,389,DON NARANJA FRUTAS Y VERDURAS,CALLE MARROQUINA NUM 6 ,472101 - COMERCIO AL POR MENOR DE FRUTAS Y HORTALIZAS CON OBRADOR,24/06/2019,Programada,Prioridad baja,Favorable,Baja,comercio,,,,,,,,,40.4067432,-3.6502643,Moratalaz,,,
2018,486,CALIDAD Y BUEN PRECIO TU FRUTA DE DIARIO,CALLE MARROQUINA NUM 6 ,472101 - COMERCIO AL POR MENOR DE FRUTAS Y HORTALIZAS CON OBRADOR,24/01/2018,Programada,Prioridad media,Favorable,Media,comercio,,,,,,,,,40.4067432,-3.6502643,Moratalaz,,,
2019,1402,BAR EL SITIO,CALLE MARROQUINA NUM 74 ,563005 - BAR SIN COCINA,16/04/2019,Programada,Prioridad media,Desfavorable,Muy Alta,bares/restaurantes,,,,,,,,,40.4097544,-3.6466809,Moratalaz,,,
2019,380,CERVECERIA BAR EL TAPEO,CALLE MARROQUINA NUM 76 ,563005 - BAR SIN COCINA,04/04/2019,Programada,Prioridad media,Desfavorable,Muy Alta,bares/restaurantes,,,,,,,,,40.4099025,-3.6465513,Moratalaz,,,
2018,3433,CARNICERIA LUIS BLANCO,CALLE MARROQUINA NUM 76 ,472201 - COMERCIO AL POR MENOR DE CARNICERIA,26/11/2018,Programada,Prioridad baja,Favorable,Baja,comercio,,,,,,,,,40.4099025,-3.6465513,Moratalaz,,,
2019,1930,HIPER FRUTAS,CALLE MARROQUINA NUM 84 ,472101 - COMERCIO AL POR MENOR DE FRUTAS Y HORTALIZAS CON OBRADOR,21/06/2019,Programada,Prioridad media,Favorable,Media,comercio,,,,,,,,,40.4098384,-3.6459491,Moratalaz,,,
2018,2282,CARNES Y FIAMBRES ANGEL,CALLE MARROQUINA NUM 84 ,472201 - COMERCIO AL POR MENOR DE CARNICERIA,26/11/2018,Programada,Prioridad baja,Favorable,Baja,comercio,,,,,,,,,40.4098384,-3.6459491,Moratalaz,,,
2019,239,LO MEJOR DEL PUERTO,CALLE MARTELL NUM 29 ,472302 - COMERCIO AL POR MENOR DE PESCADOS Y MARISCOS SIN OBRADOR,27/02/2019,Programada,Prioridad baja,Desfavorable,Alta,comercio,2018,303,12/04/2018,Programada,Prioridad baja,Desfavorable,Alta,Sin cambios,40.3852121,-3.6674173,Puente de Vallecas,,,
2019,250,PESCADOS Y MARISCOS,CALLE MARTELL NUM 29 ,472302 - COMERCIO AL POR MENOR DE PESCADOS Y MARISCOS SIN OBRADOR,28/02/2019,Programada,Prioridad baja,Desfavorable,Alta,comercio,2018,313,12/04/2018,Programada,Prioridad baja,Desfavorable,Alta,Sin cambios,40.3852121,-3.6674173,Puente de Vallecas,,,
2019,4183,PESCADOS Y MARISCOS (P7 Y P8),CALLE MARTELL NUM 29 ,472302 - COMERCIO AL POR MENOR DE PESCADOS Y MARISCOS SIN OBRADOR,27/02/2019,Programada,Prioridad baja,Desfavorable,Alta,comercio,2018,7045,12/04/2018,Programada,Prioridad baja,Desfavorable,Alta,Sin cambios,40.3852121,-3.6674173,Puente de Vallecas,,,
2018,2246,CARNICERIA LEO,CALLE MARTELL NUM 29 ,472204 - COMERCIO AL POR MENOR DE CARNICERIA-SALCHICHERIA,26/02/2018,Programada,Prioridad media,Favorable,Media,comercio,,,,,,,,,40.3852121,-3.6674173,Puente de Vallecas,,,
2018,7870,CARNICERIA-SALCHICERIA POLLERIA CHARCUTERIA,CALLE MARTELL NUM 36 ,472202 - COMERCIO AL POR MENOR DE CHARCUTERIA,07/03/2018,Programada,Prioridad baja,Favorable,Baja,comercio,,,,,,,,,40.3848978,-3.6670771,Puente de Vallecas,,,
2018,7871,CARNICERIA-SALCHICERIA POLLERIA CHARCUTERIA,CALLE MARTELL NUM 36 ,472204 - COMERCIO AL POR MENOR DE CARNICERIA-SALCHICHERIA,07/03/2018,Programada,Prioridad media,Favorable,Media,comercio,,,,,,,,,40.3848978,-3.6670771,Puente de Vallecas,,,
2018,7872,CARNICERIA-SALCHICERIA POLLERIA CHARCUTERIA,CALLE MARTELL NUM 36 ,"472205 - COMERCIO AL POR MENOR DE AVES, HUEVOS Y CAZA CON OBRADOR",07/03/2018,Programada,Prioridad media,Favorable,Media,comercio,,,,,,,,,40.3848978,-3.6670771,Puente de Vallecas,,,
2018,4162,8 1/2 LIBROS DE CINE,CALLE MARTIN DE LOS HEROS NUM 11 ,561006 - CAFETERIA,17/09/2018,No programada,Prioridad baja,Desfavorable,Alta,bares/restaurantes,,,,,,,,,40.4245551,-3.7138107,Moncloa-Aravaca,,,
2019,2677,CARNICERIA DEIBERICOS,CALLE MARTIN DE LOS HEROS NUM 31 ,472203 - COMERCIO AL POR MENOR DE CARNICERIA-CHARCUTERIA,05/02/2019,Programada,Prioridad baja,Favorable condicionado,Baja,comercio,2018,4619,07/05/2018,No programada,Prioridad baja,Desfavorable,Alta,Mejora,40.4260097,-3.7150301,Moncloa-Aravaca,,,
2019,1010,SUPERSOL,CALLE MARTIN DE LOS HEROS NUM 33 ,"472205 - COMERCIO AL POR MENOR DE AVES, HUEVOS Y CAZA CON OBRADOR",26/06/2019,No programada,Prioridad media,Favorable,Media,comercio,,,,,,,,,40.4261188,-3.7151251,Moncloa-Aravaca,,,
2018,1541,SUPERSOL,CALLE MARTIN DE LOS HEROS NUM 33 ,472203 - COMERCIO AL POR MENOR DE CARNICERIA-CHARCUTERIA,29/05/2018,Programada,Prioridad media,Favorable,Media,comercio,,,,,,,,,40.4261188,-3.7151251,Moncloa-Aravaca,,,
2018,1542,SUPERSOL,CALLE MARTIN DE LOS HEROS NUM 33 ,472302 - COMERCIO AL POR MENOR DE PESCADOS Y MARISCOS SIN OBRADOR,29/05/2018,Programada,Prioridad media,Desfavorable,Muy Alta,comercio,,,,,,,,,40.4261188,-3.7151251,Moncloa-Aravaca,,,
2018,6751,LFONT TEA MOUNTAIN,CALLE MARTIN DE LOS HEROS NUM 37 ,"472910 - COMERCIO AL POR MENOR DE CAFE, INFUSIONES Y CHOCOLATE",20/11/2018,Programada,Prioridad baja,Favorable,Baja,bares/restaurantes,,,,,,,,,40.4263124,-3.7152949,Moncloa-Aravaca,,,
2018,5428,COMEDOR ESCOLAR DEL JARDIN DE LOS GENIOS,CALLE MARTIN DE LOS HEROS NUM 39 ,562902 - SERVICIOS DE COMEDOR EN CENTROS EDUCATIVOS Y CENTROS DE CUIDADO INFANTIL,18/04/2018,Programada,Prioridad baja,Favorable,Baja,comedor social,,,,,,,,,40.4264107,-3.7153809,Moncloa-Aravaca,Centro privado,Infantil,
2018,6752,EL RINCON DE JOSE,CALLE MARTIN DE LOS HEROS NUM 40 ,561004 - BAR RESTAURANTE,11/09/2018,No programada,Prioridad media,Desfavorable,Muy Alta,bares/restaurantes,,,,,,,,,40.4264895,-3.7152689,Moncloa-Aravaca,,,
2018,8562,MELCIS,CALLE MARTIN DE LOS HEROS NUM 5 ,563004 - TABERNA,19/09/2018,No programada,Prioridad baja,Desfavorable,Alta,bares/restaurantes,,,,,,,,,40.4241369,-3.7135053,Moncloa-Aravaca,,,
2018,2868,EL SECRETO DE KIPLIN,CALLE MARTIN DE LOS HEROS NUM 59 ,561005 - BAR CON COCINA,17/09/2018,No programada,Prioridad baja,Desfavorable,Alta,bares/restaurantes,,,,,,,,,40.4284753,-3.7173002,Moncloa-Aravaca,,,
2018,3177,PAN Y DELICIAS,CALLE MARTIN DE LOS HEROS NUM 59 ,"472405 - COMERCIO AL POR MENOR DE PASTELERIA, CONFITERIA, REPOSTERIA SIN OBRADOR",13/12/2018,Programada,Prioridad media,Favorable,Media,comercio,,,,,,,,,40.4284753,-3.7173002,Moncloa-Aravaca,,,
2018,2114,CARNICERIA ROSALES,CALLE MARTIN DE LOS HEROS NUM 70 ,472203 - COMERCIO AL POR MENOR DE CARNICERIA-CHARCUTERIA,16/10/2018,No programada,Prioridad baja,Favorable,Baja,comercio,,,,,,,,,40.4309619,-3.7191697,Moncloa-Aravaca,,,
2018,2927,PANADERIA CANO,CALLE MARTIN DE LOS HEROS NUM 76 ,"472404 - COMERCIO AL POR MENOR DE  PASTELERIA, CONFITERIA, REPOSTERIA CON OBRADOR-SIN BARRA DEGUSTACION",06/02/2018,Programada,Prioridad media,Desfavorable,Muy Alta,comercio,,,,,,,,,40.4313005,-3.7194649,Moncloa-Aravaca,,,
2018,2690,ALIMENTACION J. HERNANZ,CALLE MARTIN DE LOS HEROS NUM 80 ,472911 - OTRO COMERCIO AL POR MENOR DE PRODUCTOS ALIMENTICIOS (PERECEDEROS Y NO PERECEDEROS) CON VENDEDOR N.C.O.P.,02/11/2018,Programada,Prioridad baja,Desfavorable,Alta,comercio,,,,,,,,,40.4317692,-3.719691,Moncloa-Aravaca,,,
2018,2115,MESON LA REGUERA,CALLE MARTIN DE LOS HEROS NUM 83 ,561005 - BAR CON COCINA,03/09/2018,Programada,Prioridad media,Desfavorable,Muy Alta,bares/restaurantes,,,,,,,,,40.4309447,-3.7193738,Moncloa-Aravaca,,,
2019,2833,COMEDOR DEL COLEGIO SAGRADOS CORAZONES,CALLE MARTIN DE LOS HEROS NUM 91 ,562902 - SERVICIOS DE COMEDOR EN CENTROS EDUCATIVOS Y CENTROS DE CUIDADO INFANTIL,11/02/2019,No programada,Prioridad alta,Desfavorable,Muy Alta,comedor social,2018,4909,17/01/2018,Programada,Prioridad media,Favorable,Media,Empeora,40.4316822,-3.7205436,Moncloa-Aravaca,Centro privado,Centro Mixto,
2019,4062,COLEGIO MAYOR ARGENTINO NTRA. SRA. DE LUJAN,CALLE MARTIN FIERRO NUM 3 ,UNIVERSIDADES Y RESIDENCIAS DE ESTUDIANTES,26/03/2019,No programada,Prioridad alta,Favorable,Alta,comedor social,,,,,,,,,40.4358844,-3.7320051,Moncloa-Aravaca,,Residencias y colegios mayores,
2019,4736,ASADOR LORENA,CALLE MARTIN MUÑOZ DE LAS POSADAS NUM 10 ,472407 - ESTABLECIMIENTOS DE VENTA DE PLATOS PREPARADOS CON OBRADOR,10/06/2019,Programada,Prioridad media,Desfavorable,Muy Alta,comercio,,,,,,,,,40.3754513,-3.6269409,Villa de Vallecas,,,
2019,4735,EL BOULEVAR,CALLE MARTIN MUÑOZ DE LAS POSADAS NUM 7 A,561004 - BAR RESTAURANTE,16/04/2019,Programada,Prioridad media,Favorable,Media,bares/restaurantes,,,,,,,,,40.375,-3.62648,Villa de Vallecas,,,
2019,4565,FRUTAS ROSI,CALLE MARTIN SOLER NUM 2 ,472102 - COMERCIO AL POR MENOR DE FRUTAS Y HORTALIZAS SIN OBRADOR,11/04/2019,Programada,Prioridad baja,Desfavorable,Alta,comercio,,,,,,,,,40.4025784,-3.6973877,Arganzuela,,,
2019,254,E.I. NTRA. SRA. DEL CAMINO,CALLE MARTINEZ DE LA RIVA NUM 127 ,562902 - SERVICIOS DE COMEDOR EN CENTROS EDUCATIVOS Y CENTROS DE CUIDADO INFANTIL,24/05/2019,Programada,Prioridad alta,Favorable,Alta,comedor social,2018,322,06/04/2018,Programada,Prioridad alta,Favorable,Alta,Sin cambios,40.3861171,-3.6638086,Puente de Vallecas,Centro privado,Infantil,
2019,4222,ALIMENTACION FRUTOS SECOS BEBIDAS,CALLE MARTINEZ DE LA RIVA NUM 14 ,"471101 - COMERCIO AL POR MENOR EN ESTABLECIMIENTOS NO ESPECIALIZADOS, CON PREDOMINIO EN PRODUCTOS ALIMENTICIOS, BEBIDAS Y TABACO (AUTOSERVICIO)",25/02/2019,Programada,Prioridad baja,Desfavorable,Alta,comercio,2018,7082,09/05/2018,Programada,Prioridad baja,Desfavorable,Alta,Sin cambios,40.394273,-3.6667207,Puente de Vallecas,,,
2019,3325,LOS FOGONES DE MARRAKECH,CALLE MARTINEZ DE LA RIVA NUM 19 ,561001 - RESTAURANTE,06/05/2019,Programada,Prioridad media,Desfavorable,Muy Alta,bares/restaurantes,,,,,,,,,40.3949179,-3.6670272,Puente de Vallecas,,,
2019,4221,FRUTERIA LOS GEMELOS,CALLE MARTINEZ DE LA RIVA NUM 20 ,472102 - COMERCIO AL POR MENOR DE FRUTAS Y HORTALIZAS SIN OBRADOR,16/04/2019,Programada,Prioridad baja,Favorable,Baja,comercio,2018,7081,03/04/2018,Programada,Prioridad media,Favorable,Media,Sin cambios,40.3938236,-3.6663948,Puente de Vallecas,,,
2019,1994,PESCADERIA LA BAHIA,CALLE MARTINEZ DE LA RIVA NUM 25 ,472302 - COMERCIO AL POR MENOR DE PESCADOS Y MARISCOS SIN OBRADOR,01/02/2019,Programada,Prioridad baja,Desfavorable,Alta,comercio,2018,3361,09/05/2018,Programada,Prioridad baja,Desfavorable,Alta,Sin cambios,40.3947298,-3.6667405,Puente de Vallecas,,,
2019,243,KEBAB,CALLE MARTINEZ DE LA RIVA NUM 32 ,561005 - BAR CON COCINA,20/03/2019,No programada,Prioridad media,Favorable condicionado,Media,bares/restaurantes,2018,307,03/12/2018,No programada,Prioridad media,Desfavorable,Muy Alta,Mejora,40.3927239,-3.6660275,Puente de Vallecas,,,
2019,1642,BAR EL CONDADO,CALLE MARTINEZ DE LA RIVA NUM 37 ,561005 - BAR CON COCINA,12/04/2019,Programada,Prioridad baja,Desfavorable,Alta,bares/restaurantes,,,,,,,,,40.3928892,-3.6658295,Puente de Vallecas,,,
2019,2574,SUPERMERCADO,CALLE MARTINEZ DE LA RIVA NUM 39 ,"471101 - COMERCIO AL POR MENOR EN ESTABLECIMIENTOS NO ESPECIALIZADOS, CON PREDOMINIO EN PRODUCTOS ALIMENTICIOS, BEBIDAS Y TABACO (AUTOSERVICIO)",29/03/2019,No programada,Prioridad baja,Favorable,Baja,comercio,,,,,,,,,40.3928043,-3.6658632,Puente de Vallecas,,,
2019,289,AVES Y HUEVOS PEDRO,CALLE MARTINEZ DE LA RIVA NUM 4 ,"472206 - COMERCIO AL POR MENOR DE AVES, HUEVOS Y CAZA SIN OBRADOR",05/06/2019,Programada,Prioridad baja,Favorable condicionado,Baja,comercio,2018,360,18/10/2018,Programada,Prioridad baja,Desfavorable,Alta,Mejora,40.3952584,-3.6677463,Puente de Vallecas,,,
2019,290,BAR CON COCINA,CALLE MARTINEZ DE LA RIVA NUM 4 ,561005 - BAR CON COCINA,30/04/2019,Programada,Prioridad media,Desfavorable,Muy Alta,bares/restaurantes,,,,,,,,,40.3952584,-3.6677463,Puente de Vallecas,,,
2019,4182,BAR EL DESCANSO,CALLE MARTINEZ DE LA RIVA NUM 4 ,563005 - BAR SIN COCINA,27/02/2019,Programada,Prioridad media,Favorable,Media,bares/restaurantes,,,,,,,,,40.3952584,-3.6677463,Puente de Vallecas,,,
2019,4180,BAR MILUZ,CALLE MARTINEZ DE LA RIVA NUM 4 ,561005 - BAR CON COCINA,27/02/2019,Programada,Prioridad baja,Favorable condicionado,Baja,bares/restaurantes,,,,,,,,,40.3952584,-3.6677463,Puente de Vallecas,,,
2019,2572,BOUTIQUE MIGUEL CASQUERIA,CALLE MARTINEZ DE LA RIVA NUM 4 ,472207 - COMERCIO AL POR MENOR DE CASQUERIA,26/02/2019,Programada,Prioridad baja,Favorable,Baja,comercio,,,,,,,,,40.3952584,-3.6677463,Puente de Vallecas,,,
2019,2717,CARNES MORAN (T26 Y T27),CALLE MARTINEZ DE LA RIVA NUM 4 ,472201 - COMERCIO AL POR MENOR DE CARNICERIA,26/02/2019,Programada,Prioridad baja,Favorable,Baja,comercio,,,,,,,,,40.3952584,-3.6677463,Puente de Vallecas,,,
2019,1363,CARNES SELECTAS A. JIMINEZ,CALLE MARTINEZ DE LA RIVA NUM 4 ,"472206 - COMERCIO AL POR MENOR DE AVES, HUEVOS Y CAZA SIN OBRADOR",05/06/2019,Programada,Prioridad baja,Favorable,Baja,comercio,2018,2240,18/10/2018,Programada,Prioridad baja,Desfavorable,Alta,Mejora,40.3952584,-3.6677463,Puente de Vallecas,,,
2019,2377,CARNICERIA,CALLE MARTINEZ DE LA RIVA NUM 4 ,472201 - COMERCIO AL POR MENOR DE CARNICERIA,28/01/2019,Programada,Prioridad baja,Favorable,Baja,comercio,,,,,,,,,40.3952584,-3.6677463,Puente de Vallecas,,,
2019,2101,CARNICERIA HERMANOS MESONERO,CALLE MARTINEZ DE LA RIVA NUM 4 ,472201 - COMERCIO AL POR MENOR DE CARNICERIA,05/06/2019,Programada,Prioridad baja,Favorable,Baja,comercio,,,,,,,,,40.3952584,-3.6677463,Puente de Vallecas,,,
2019,246,CARNICERIA ROMERO E HIJOS,CALLE MARTINEZ DE LA RIVA NUM 4 ,472201 - COMERCIO AL POR MENOR DE CARNICERIA,16/04/2019,Programada,Prioridad baja,Favorable,Baja,comercio,,,,,,,,,40.3952584,-3.6677463,Puente de Vallecas,,,
