year,id,espacios(rótulo_refined),Dirección,Epígrafe de actividad,Fecha de la inspección,Tipo de actuación,Perfil de la actividad,Estado higiénico sanitario,Frecuencia de inspección,macroetiquetas,year_2018,id_2,Fecha de la inspección_2,Tipo de actuación_2,Perfil de la actividad_2,Estado higiénico sanitario_2,Frecuencia de inspección_2,mejora o empeora,latitude,longitude,final_district,owner (education only),Denominación genérica,fuente alternativa
2018,1357,RESTAURANTE ASIATICO CHUN,CALLE ARGANDA NUM 29 ,561001 - RESTAURANTE,15/10/2018,Programada,Prioridad baja,Favorable condicionado,Baja,bares/restaurantes,,,,,,,,,40.3982498,-3.7046941,Arganzuela,,,
2019,2107,ALEGRE KOALA,CALLE ARGANDA NUM 32 ,562902 - SERVICIOS DE COMEDOR EN CENTROS EDUCATIVOS Y CENTROS DE CUIDADO INFANTIL,29/03/2019,Programada,Prioridad media,Favorable condicionado,Media,comedor social,2018,3588,08/10/2018,Programada,Prioridad media,Favorable,Media,Empeora,40.3981962,-3.7050447,Arganzuela,Centro privado,Infantil,
2018,5389,RESIDENCIA PEÑUELAS DE LA COMUNIDAD DE MADRID,CALLE ARGANDA NUM 9 ,562903 - SERVICIOS DE COMEDOR EN CENTROS PARA MAYORES,11/10/2018,Programada,Prioridad alta,Desfavorable,Muy Alta,comedor social,,,,,,,,,40.4011438,-3.706381,Arganzuela,Centro privado,,
2018,3708,LA CAÑA DE ESPAÑA,CALLE ARGENSOLA NUM 15 ,561004 - BAR RESTAURANTE,22/05/2018,Programada,Prioridad media,Favorable condicionado,Media,bares/restaurantes,,,,,,,,,40.4257261,-3.6948735,Centro,,,
2018,6082,II HAWAIIAN URBAN POKE,CALLE ARGENSOLA NUM 17 ,472407 - ESTABLECIMIENTOS DE VENTA DE PLATOS PREPARADOS CON OBRADOR,15/11/2018,Programada,Prioridad media,Desfavorable,Muy Alta,comercio,,,,,,,,,40.4258466,-3.6948338,Centro,,,
2018,6081,LA CAÑA DE ESPAÑA,CALLE ARGENSOLA NUM 24 ,561005 - BAR CON COCINA,22/05/2018,Programada,Prioridad media,Favorable condicionado,Media,bares/restaurantes,,,,,,,,,40.4259071,-3.6943526,Centro,,,
2019,3647,LA TAVERNETTA DELLA TAVERNA SICILIANA,CALLE ARGENSOLA NUM 26 ,561005 - BAR CON COCINA,27/06/2019,Programada,Prioridad media,Favorable,Media,bares/restaurantes,2018,6080,24/05/2018,Programada,Prioridad media,Favorable condicionado,Media,Mejora,40.4262248,-3.6941162,Centro,,,
2019,1052,LA TASCA SUPREMA RESTAURANTE VINOS,CALLE ARGENSOLA NUM 7 ,561001 - RESTAURANTE,29/05/2019,No programada,Prioridad media,Favorable,Media,bares/restaurantes,,,,,,,,,40.4251007,-3.6951439,Centro,,,
2019,1742,BAR CERVECERIA ARGUESO,CALLE ARGÜESO NUM 32 ,561005 - BAR CON COCINA,06/05/2019,Programada,Prioridad media,Desfavorable,Muy Alta,bares/restaurantes,,,,,,,,,40.3840651,-3.7265935,Carabanchel,,,
2019,1332,POLLO RICO,CALLE ARGÜESO NUM 42 ,472407 - ESTABLECIMIENTOS DE VENTA DE PLATOS PREPARADOS CON OBRADOR,17/05/2019,Programada,Prioridad media,Favorable,Media,comercio,,,,,,,,,40.3833875,-3.7265963,Carabanchel,,,
2018,6057,GATOTECA,CALLE ARGUMOSA NUM 28 ,563005 - BAR SIN COCINA,17/05/2018,No programada,Prioridad baja,Favorable,Baja,bares/restaurantes,,,,,,,,,40.4073844,-3.6965382,Centro,,,
2019,1739,BAR LE PETIT,CALLE ARGUMOSA NUM 7 ,561006 - CAFETERIA,05/02/2019,No programada,Prioridad baja,Favorable,Baja,bares/restaurantes,2018,2882,11/10/2018,No programada,Prioridad baja,Desfavorable,Alta,Mejora,40.4084071,-3.6998538,Centro,,,
2019,4550,BAR LA PLAYA DE LAVAPIES,CALLE ARGUMOSA NUM 9 ,561005 - BAR CON COCINA,11/06/2019,No programada,Prioridad media,Desfavorable,Muy Alta,bares/restaurantes,,,,,,,,,40.4083372,-3.6994271,Centro,,,
2018,5373,MERCADILLO CALLE ARGUMOSA S/N - Nº 1 ASOCIACION CAVAS,CALLE ARGUMOSA S/N 0 ,561004 - BAR RESTAURANTE,08/08/2018,Programada,Prioridad media,Desfavorable,Muy Alta,bares/restaurantes,,,,,,,,,40.4079926,-3.6980726,Centro,,,
2018,5374,MERCADILLO CALLE ARGUMOSA S/N - Nº 3 GRUPO MUNICIPAL SOCIALISTA,CALLE ARGUMOSA S/N 0 ,561004 - BAR RESTAURANTE,11/08/2018,Programada,Prioridad media,Desfavorable,Muy Alta,bares/restaurantes,,,,,,,,,40.4079926,-3.6980726,Centro,,,
2018,5386,MERCADILLO CALLE ARGUMOSA S/N - Nº 6 AGRUPACION RECREATIVA ARGUMOSA,CALLE ARGUMOSA S/N 0 ,561005 - BAR CON COCINA,08/08/2018,Programada,Prioridad baja,Favorable,Baja,bares/restaurantes,,,,,,,,,40.4079926,-3.6980726,Centro,,,
2019,398,PANARIA,CALLE ARISTOTELES NUM 10 ,472402 - COMERCIO AL POR MENOR DE PAN Y PRODUCTOS DE PANADERIA Y BOLLERIA SIN OBRADOR,09/05/2019,Programada,Prioridad media,Favorable,Media,comercio,,,,,,,,,40.4423867,-3.6515332,Ciudad Lineal,,,
2018,507,UVEPAN,CALLE ARISTOTELES NUM 10 ,472401 - COMERCIO AL POR MENOR DE PAN Y PRODUCTOS DE PANADERIA Y BOLLERIA CON OBRADOR,14/03/2018,Programada,Prioridad baja,Favorable,Baja,comercio,,,,,,,,,40.4423867,-3.6515332,Ciudad Lineal,,,
2018,508,UVEPAN,CALLE ARISTOTELES NUM 10 ,561006 - CAFETERIA,14/03/2018,Programada,Prioridad baja,Favorable condicionado,Baja,bares/restaurantes,,,,,,,,,40.4423867,-3.6515332,Ciudad Lineal,,,
2018,2350,POLLERIA ROBLEDO ASADOS,CALLE ARISTOTELES NUM 4 ,472407 - ESTABLECIMIENTOS DE VENTA DE PLATOS PREPARADOS CON OBRADOR,27/09/2018,Programada,Prioridad baja,Favorable,Baja,comercio,,,,,,,,,40.4430017,-3.6522344,Ciudad Lineal,,,
2018,7460,BENJAMINES,CALLE ARISTOTELES NUM 8 ,562902 - SERVICIOS DE COMEDOR EN CENTROS EDUCATIVOS Y CENTROS DE CUIDADO INFANTIL,12/03/2018,Programada,Prioridad alta,Favorable,Alta,comedor social,,,,,,,,,40.4424957,-3.6516551,Ciudad Lineal,Centro privado,Infantil,
2018,8639,E.I. ARCADIA II,CALLE ARJONA NUM 3 ,562902 - SERVICIOS DE COMEDOR EN CENTROS EDUCATIVOS Y CENTROS DE CUIDADO INFANTIL,19/02/2018,Programada,Prioridad media,Desfavorable,Muy Alta,comedor social,,,,,,,,,40.4601453,-3.7821414,Moncloa-Aravaca,Centro privado,Infantil,
2018,6142,HOTEL QUATRO,CALLE ARLABAN NUM 1 ,551001 - HOTELES Y MOTELES CON RESTAURANTE,05/11/2018,Programada,Prioridad baja,Desfavorable,Alta,bares/restaurantes,,,,,,,,,40.4169826,-3.6998092,Centro,,,
2018,8608,UDACO,CALLE ARMENTEROS NUM 12 ,"471101 - COMERCIO AL POR MENOR EN ESTABLECIMIENTOS NO ESPECIALIZADOS, CON PREDOMINIO EN PRODUCTOS ALIMENTICIOS, BEBIDAS Y TABACO (AUTOSERVICIO)",20/02/2018,Programada,Prioridad baja,Desfavorable,Alta,comercio,,,,,,,,,40.4636491,-3.7122113,Moncloa-Aravaca,,,
2019,1303,CARNICERIA POLLERIA JJ ARRABAL,CALLE ARMENTEROS NUM 14 ,472203 - COMERCIO AL POR MENOR DE CARNICERIA-CHARCUTERIA,21/02/2019,No programada,Prioridad media,Desfavorable,Muy Alta,comercio,,,,,,,,,40.463817,-3.7122519,Moncloa-Aravaca,,,
2019,3176,COMEDOR DEL C.P. DANIEL VAZQUEZ DIAZ,CALLE ARMENTEROS NUM 46 ,562902 - SERVICIOS DE COMEDOR EN CENTROS EDUCATIVOS Y CENTROS DE CUIDADO INFANTIL,03/04/2019,No programada,Prioridad media,Favorable condicionado,Media,comedor social,,,,,,,,,40.4648317,-3.7129582,Moncloa-Aravaca,Centro público,Centro Mixto,
2018,8631,LA CASA DE NIÑOS (Y COMEDOR) DANIEL VAZQUEZ DIAZ,CALLE ARMENTEROS NUM 46 ,562902 - SERVICIOS DE COMEDOR EN CENTROS EDUCATIVOS Y CENTROS DE CUIDADO INFANTIL,17/04/2018,Programada,Prioridad media,Favorable,Media,comedor social,,,,,,,,,40.4648317,-3.7129582,Moncloa-Aravaca,Centro público,Infantil,
2018,5963,BURGOA,CALLE ARQUITECTO LOPEZ OTERO NUM 4 ,563005 - BAR SIN COCINA,08/09/2018,No programada,Prioridad media,Favorable,Media,bares/restaurantes,,,,,,,,,40.44383,-3.72883,Moncloa-Aravaca,,,
2018,5756,DAME TACOS BIENVENIDA UNIVERSIDAD 2018,CALLE ARQUITECTO LOPEZ OTERO NUM 4 ,561005 - BAR CON COCINA,22/09/2018,No programada,Prioridad media,Favorable,Media,bares/restaurantes,,,,,,,,,40.44383,-3.72883,Moncloa-Aravaca,,,
2018,5902,EGGSPERIENCE BIENVENIDA UNIVERSIDAAD 2018,CALLE ARQUITECTO LOPEZ OTERO NUM 4 ,561005 - BAR CON COCINA,22/09/2018,No programada,Prioridad media,Favorable,Media,bares/restaurantes,,,,,,,,,40.44383,-3.72883,Moncloa-Aravaca,,,
2018,5755,EL PERRO SNOUX BIENVENIDA UNIVERSIDAD 2018,CALLE ARQUITECTO LOPEZ OTERO NUM 4 ,561005 - BAR CON COCINA,22/09/2018,No programada,Prioridad media,Favorable,Media,bares/restaurantes,,,,,,,,,40.44383,-3.72883,Moncloa-Aravaca,,,
2018,5966,EMBOLAO,CALLE ARQUITECTO LOPEZ OTERO NUM 4 ,563005 - BAR SIN COCINA,08/09/2018,No programada,Prioridad media,Favorable,Media,bares/restaurantes,,,,,,,,,40.44383,-3.72883,Moncloa-Aravaca,,,
2018,5754,GRAMABAR BIENVENIDA UNIV 2018,CALLE ARQUITECTO LOPEZ OTERO NUM 4 ,561005 - BAR CON COCINA,22/09/2018,No programada,Prioridad media,Favorable,Media,bares/restaurantes,,,,,,,,,40.44383,-3.72883,Moncloa-Aravaca,,,
2018,5906,IN JIAGLO,CALLE ARQUITECTO LOPEZ OTERO NUM 4 ,561005 - BAR CON COCINA,08/06/2018,Programada,Prioridad media,Favorable,Media,bares/restaurantes,,,,,,,,,40.44383,-3.72883,Moncloa-Aravaca,,,
2018,5967,K'LAMARDO,CALLE ARQUITECTO LOPEZ OTERO NUM 4 ,563005 - BAR SIN COCINA,08/09/2018,No programada,Prioridad media,Favorable,Media,bares/restaurantes,,,,,,,,,40.44383,-3.72883,Moncloa-Aravaca,,,
2018,5905,LA FURGO SF,CALLE ARQUITECTO LOPEZ OTERO NUM 4 ,561005 - BAR CON COCINA,08/06/2018,Programada,Prioridad media,Favorable,Media,bares/restaurantes,,,,,,,,,40.44383,-3.72883,Moncloa-Aravaca,,,
2018,5903,PAPANDINA BIENVENIDA UNIVERSIDAD 2018,CALLE ARQUITECTO LOPEZ OTERO NUM 4 ,561005 - BAR CON COCINA,22/09/2018,No programada,Prioridad media,Favorable,Media,bares/restaurantes,,,,,,,,,40.44383,-3.72883,Moncloa-Aravaca,,,
2018,5753,PEGGYSUE BIENVENIDA A LA UNIVERSIDAD 2018,CALLE ARQUITECTO LOPEZ OTERO NUM 4 ,561005 - BAR CON COCINA,08/06/2018,Programada,Prioridad media,Favorable,Media,bares/restaurantes,,,,,,,,,40.44383,-3.72883,Moncloa-Aravaca,,,
2018,5907,SAL & CHICHEN,CALLE ARQUITECTO LOPEZ OTERO NUM 4 ,561005 - BAR CON COCINA,08/06/2018,Programada,Prioridad media,Favorable,Media,bares/restaurantes,,,,,,,,,40.44383,-3.72883,Moncloa-Aravaca,,,
2018,5904,STREET BOCATAS BIENVENIDA UNIVERSIDAD 2018,CALLE ARQUITECTO LOPEZ OTERO NUM 4 ,561005 - BAR CON COCINA,22/09/2018,No programada,Prioridad media,Favorable,Media,bares/restaurantes,,,,,,,,,40.44383,-3.72883,Moncloa-Aravaca,,,
2018,5964,STREET VENEZOLANO,CALLE ARQUITECTO LOPEZ OTERO NUM 4 ,563005 - BAR SIN COCINA,08/09/2018,No programada,Prioridad media,Favorable,Media,bares/restaurantes,,,,,,,,,40.44383,-3.72883,Moncloa-Aravaca,,,
2018,5965,THE CHATTER BURGER,CALLE ARQUITECTO LOPEZ OTERO NUM 4 ,563005 - BAR SIN COCINA,08/09/2018,No programada,Prioridad media,Favorable,Media,bares/restaurantes,,,,,,,,,40.44383,-3.72883,Moncloa-Aravaca,,,
2018,5617,DONER KEBAB Y FALAFEL (ERIK LAURENT GAULTIER),CALLE ARQUITECTO LOPEZ OTERO S/N 0 ,563005 - BAR SIN COCINA,08/09/2018,No programada,Prioridad media,Favorable,Media,bares/restaurantes,,,,,,,,,40.4421382,-3.7319999,Moncloa-Aravaca,,,
2018,5612,EVENTO DCODE 2018,CALLE ARQUITECTO LOPEZ OTERO S/N 0 ,562101 - SALONES DE BANQUETES Y PROVISION COMIDAS PARA EVENTOS,08/09/2018,No programada,Prioridad media,Favorable,Media,bares/restaurantes,,,,,,,,,40.4421382,-3.7319999,Moncloa-Aravaca,,,
2018,5613,EVENTO PODEMOS EN MARCHA 2019,CALLE ARQUITECTO LOPEZ OTERO S/N 0 ,563005 - BAR SIN COCINA,07/04/2018,No programada,Prioridad alta,Favorable,Alta,bares/restaurantes,,,,,,,,,40.4421382,-3.7319999,Moncloa-Aravaca,,,
2018,5615,FELTMAN'S,CALLE ARQUITECTO LOPEZ OTERO S/N 0 ,563005 - BAR SIN COCINA,08/09/2018,No programada,Prioridad media,Favorable,Media,bares/restaurantes,,,,,,,,,40.4421382,-3.7319999,Moncloa-Aravaca,,,
2018,5747,GRAMA BAR,CALLE ARQUITECTO LOPEZ OTERO S/N 0 ,563005 - BAR SIN COCINA,08/09/2018,No programada,Prioridad media,Favorable,Media,bares/restaurantes,,,,,,,,,40.4421382,-3.7319999,Moncloa-Aravaca,,,
2018,5746,HELADERIA FESTIVAL DCODE,CALLE ARQUITECTO LOPEZ OTERO S/N 0 ,472904 - COMERCIO AL POR MENOR DE HELADOS SIN OBRADOR,08/09/2018,No programada,Prioridad baja,Favorable,Baja,comercio,,,,,,,,,40.4421382,-3.7319999,Moncloa-Aravaca,,,
2018,5751,MA PETITE CREPERIE,CALLE ARQUITECTO LOPEZ OTERO S/N 0 ,563005 - BAR SIN COCINA,08/09/2018,No programada,Prioridad media,Favorable,Media,bares/restaurantes,,,,,,,,,40.4421382,-3.7319999,Moncloa-Aravaca,,,
2018,5614,PAPA OF ROCK,CALLE ARQUITECTO LOPEZ OTERO S/N 0 ,563005 - BAR SIN COCINA,08/09/2018,No programada,Prioridad media,Favorable,Media,bares/restaurantes,,,,,,,,,40.4421382,-3.7319999,Moncloa-Aravaca,,,
2018,5752,RINCON MEXICANO,CALLE ARQUITECTO LOPEZ OTERO S/N 0 ,563005 - BAR SIN COCINA,08/09/2018,No programada,Prioridad media,Favorable,Media,bares/restaurantes,,,,,,,,,40.4421382,-3.7319999,Moncloa-Aravaca,,,
2018,5748,STREET BOCATA,CALLE ARQUITECTO LOPEZ OTERO S/N 0 ,563005 - BAR SIN COCINA,08/09/2018,No programada,Prioridad media,Favorable,Media,bares/restaurantes,,,,,,,,,40.4421382,-3.7319999,Moncloa-Aravaca,,,
2018,5750,THE VINTAGE PAPIZZA,CALLE ARQUITECTO LOPEZ OTERO S/N 0 ,563005 - BAR SIN COCINA,08/09/2018,No programada,Prioridad baja,Favorable,Baja,bares/restaurantes,,,,,,,,,40.4421382,-3.7319999,Moncloa-Aravaca,,,
2018,5616,VEGGIE LOVERS,CALLE ARQUITECTO LOPEZ OTERO S/N 0 ,563005 - BAR SIN COCINA,08/09/2018,No programada,Prioridad media,Favorable,Media,bares/restaurantes,,,,,,,,,40.4421382,-3.7319999,Moncloa-Aravaca,,,
2018,5749,WOK & FIRE,CALLE ARQUITECTO LOPEZ OTERO S/N 0 ,563005 - BAR SIN COCINA,08/09/2018,No programada,Prioridad media,Favorable,Media,bares/restaurantes,,,,,,,,,40.4421382,-3.7319999,Moncloa-Aravaca,,,
2018,3459,RESTAURANTE ORIENTAL SUN,CALLE ARREGUI Y ARUEJ NUM 13 ,561001 - RESTAURANTE,22/02/2018,Programada,Prioridad media,Favorable,Media,bares/restaurantes,,,,,,,,,40.400084,-3.6689257,Retiro,,,
2018,7992,LA FAMILIA,CALLE ARREGUI Y ARUEJ NUM 9 ,561004 - BAR RESTAURANTE,29/05/2018,Programada,Prioridad media,Favorable,Media,bares/restaurantes,,,,,,,,,40.3996814,-3.669256,Retiro,,,
2018,6745,SIN ROTULO,CALLE ARRIAZA NUM 14 ,471104 - COMERCIO AL POR MENOR DE PRODUCTOS ALIMENTICIOS NO PERECEDEROS ENVASADOS,10/10/2018,Programada,Prioridad baja,Desfavorable,Alta,comercio,,,,,,,,,40.4215775,-3.7161052,Moncloa-Aravaca,,,
2019,4627,SANITAS MAYORES,CALLE ARRIAZA NUM 16 ,562903 - SERVICIOS DE COMEDOR EN CENTROS PARA MAYORES,04/06/2019,No programada,Prioridad media,Favorable,Media,comedor social,2018,7672,18/10/2018,No programada,Prioridad alta,Favorable,Alta,Sin cambios,40.4217322,-3.7161982,Moncloa-Aravaca,Centro privado,,
2019,5142,YOTHAI,CALLE ARRIAZA NUM 6 ,561001 - RESTAURANTE,13/03/2019,No programada,Prioridad media,Favorable,Media,bares/restaurantes,2018,8598,31/10/2018,No programada,Prioridad media,Favorable condicionado,Media,Mejora,40.4209838,-3.7157692,Moncloa-Aravaca,,,
2019,2503,CENTER MADRID,CALLE ARRIETA NUM 8 ,563002 - BAR ESPECIAL SIN ACTUACIONES,28/03/2019,No programada,Prioridad baja,Favorable,Baja,bares/restaurantes,,,,,,,,,40.4190531,-3.7105792,Centro,,,
2019,2294,BAR GREDOS,CALLE ARROYO BELINCOSO NUM 12 ,561005 - BAR CON COCINA,25/04/2019,Programada,Prioridad media,Favorable,Media,bares/restaurantes,,,,,,,,,40.4087818,-3.6523046,Moratalaz,,,
2019,3096,CAFETERIA CENTRO MUNICIPAL DE MAYORES ARROYO BELINCOSO,CALLE ARROYO BELINCOSO NUM 13 ,562903 - SERVICIOS DE COMEDOR EN CENTROS PARA MAYORES,06/03/2019,Programada,Prioridad alta,Favorable,Alta,comedor social,2018,5296,18/06/2018,Programada,Prioridad alta,Favorable,Alta,Sin cambios,40.4100325,-3.6528781,Moratalaz,,,
2019,2849,COMEDOR CENTRO MUNICIPAL DE MAYORES ARROYO BELINCOSO,CALLE ARROYO BELINCOSO NUM 13 ,562903 - SERVICIOS DE COMEDOR EN CENTROS PARA MAYORES,06/03/2019,Programada,Prioridad media,Favorable,Media,comedor social,2018,4924,06/02/2018,Programada,Prioridad media,Favorable,Media,Sin cambios,40.4100325,-3.6528781,Moratalaz,,,
2019,1414,GRANJA BURGALESA POLLOS ASADOS,CALLE ARROYO BELINCOSO NUM 14 ,472407 - ESTABLECIMIENTOS DE VENTA DE PLATOS PREPARADOS CON OBRADOR,27/02/2019,Programada,Prioridad media,Favorable,Media,comercio,2018,2300,05/12/2018,Programada,Prioridad media,Favorable,Media,Sin cambios,40.4085207,-3.6526255,Moratalaz,,,
2018,2299,GRANJA BURGALESA POLLOS ASADOS,CALLE ARROYO BELINCOSO NUM 14 ,472402 - COMERCIO AL POR MENOR DE PAN Y PRODUCTOS DE PANADERIA Y BOLLERIA SIN OBRADOR,06/02/2018,Programada,Prioridad baja,Favorable,Baja,comercio,,,,,,,,,40.4085207,-3.6526255,Moratalaz,,,
2019,2079,PANADERIA ANTISA ALIMENTACION,CALLE ARROYO BELINCOSO NUM 40 ,472911 - OTRO COMERCIO AL POR MENOR DE PRODUCTOS ALIMENTICIOS (PERECEDEROS Y NO PERECEDEROS) CON VENDEDOR N.C.O.P.,24/04/2019,Programada,Prioridad baja,Favorable,Baja,comercio,,,,,,,,,40.4107489,-3.6519985,Moratalaz,,,
2019,4381,CASA NINA,CALLE ARROYO BELINCOSO NUM 44 ,472407 - ESTABLECIMIENTOS DE VENTA DE PLATOS PREPARADOS CON OBRADOR,13/03/2019,Programada,Prioridad media,Favorable,Media,comercio,2018,7298,26/12/2018,Programada,Prioridad media,Favorable,Media,Sin cambios,40.4110835,-3.6519845,Moratalaz,,,
2018,811,FRUTERIA LAS BUENAS,CALLE ARROYO BUENO NUM 13 ,472102 - COMERCIO AL POR MENOR DE FRUTAS Y HORTALIZAS SIN OBRADOR,16/02/2018,Programada,Prioridad baja,Favorable,Baja,comercio,,,,,,,,,40.3489032,-3.7065355,Villaverde,,,
2018,3043,HIPER VILLAVERDE,CALLE ARROYO BUENO NUM 15 ,"471101 - COMERCIO AL POR MENOR EN ESTABLECIMIENTOS NO ESPECIALIZADOS, CON PREDOMINIO EN PRODUCTOS ALIMENTICIOS, BEBIDAS Y TABACO (AUTOSERVICIO)",06/02/2018,Programada,Prioridad media,Favorable,Media,comercio,,,,,,,,,40.3488902,-3.7067429,Villaverde,,,
2018,3044,HIPER VILLAVERDE,CALLE ARROYO BUENO NUM 15 ,472101 - COMERCIO AL POR MENOR DE FRUTAS Y HORTALIZAS CON OBRADOR,06/02/2018,Programada,Prioridad media,Favorable,Media,comercio,,,,,,,,,40.3488902,-3.7067429,Villaverde,,,
2018,3045,HIPER VILLAVERDE,CALLE ARROYO BUENO NUM 15 ,472201 - COMERCIO AL POR MENOR DE CARNICERIA,06/02/2018,Programada,Prioridad media,Favorable,Media,comercio,,,,,,,,,40.3488902,-3.7067429,Villaverde,,,
2018,3046,HIPER VILLAVERDE,CALLE ARROYO BUENO NUM 15 ,472202 - COMERCIO AL POR MENOR DE CHARCUTERIA,06/02/2018,Programada,Prioridad media,Favorable,Media,comercio,,,,,,,,,40.3488902,-3.7067429,Villaverde,,,
2018,3047,HIPER VILLAVERDE,CALLE ARROYO BUENO NUM 15 ,"472206 - COMERCIO AL POR MENOR DE AVES, HUEVOS Y CAZA SIN OBRADOR",06/02/2018,Programada,Prioridad media,Favorable,Media,comercio,,,,,,,,,40.3488902,-3.7067429,Villaverde,,,
2018,3048,HIPER VILLAVERDE,CALLE ARROYO BUENO NUM 15 ,472302 - COMERCIO AL POR MENOR DE PESCADOS Y MARISCOS SIN OBRADOR,06/02/2018,Programada,Prioridad media,Favorable,Media,comercio,,,,,,,,,40.3488902,-3.7067429,Villaverde,,,
2018,3049,HIPER VILLAVERDE,CALLE ARROYO BUENO NUM 15 ,472401 - COMERCIO AL POR MENOR DE PAN Y PRODUCTOS DE PANADERIA Y BOLLERIA CON OBRADOR,06/02/2018,Programada,Prioridad alta,Favorable,Alta,comercio,,,,,,,,,40.3488902,-3.7067429,Villaverde,,,
2019,614,ALIMENTACION,CALLE ARROYO BUENO NUM 41 ,472911 - OTRO COMERCIO AL POR MENOR DE PRODUCTOS ALIMENTICIOS (PERECEDEROS Y NO PERECEDEROS) CON VENDEDOR N.C.O.P.,04/03/2019,Programada,Prioridad baja,Favorable,Baja,comercio,,,,,,,,,40.348762,-3.7094457,Villaverde,,,
2019,524,BAR UNO,CALLE ARROYO BUENO NUM 7 ,561005 - BAR CON COCINA,08/04/2019,Programada,Prioridad media,Desfavorable,Muy Alta,bares/restaurantes,,,,,,,,,40.3487344,-3.7056571,Villaverde,,,
2018,821,ALIMENTACION Y FRUTOS SECOS,CALLE ARROYO BUENO NUM 9 ,"471101 - COMERCIO AL POR MENOR EN ESTABLECIMIENTOS NO ESPECIALIZADOS, CON PREDOMINIO EN PRODUCTOS ALIMENTICIOS, BEBIDAS Y TABACO (AUTOSERVICIO)",23/05/2018,Programada,Prioridad baja,Favorable,Baja,comercio,,,,,,,,,40.3488425,-3.7059063,Villaverde,,,
2019,4394,EL RINCON,CALLE ARROYO DE LA MEDIA LEGUA NUM 27 ,561005 - BAR CON COCINA,08/05/2019,Programada,Prioridad media,Favorable,Media,bares/restaurantes,2018,7313,21/03/2018,Programada,Prioridad media,Favorable,Media,Sin cambios,40.4103343,-3.6561768,Moratalaz,,,
2019,1678,E.I. GLOBOS,CALLE ARROYO DE LA MEDIA LEGUA NUM 29 ,562902 - SERVICIOS DE COMEDOR EN CENTROS EDUCATIVOS Y CENTROS DE CUIDADO INFANTIL,11/03/2019,Programada,Prioridad alta,Favorable,Alta,comedor social,2018,2765,29/01/2018,Programada,Prioridad alta,Favorable condicionado,Alta,Mejora,40.4110374,-3.6561635,Moratalaz,Centro privado,Infantil,
2019,382,AZYMUM,CALLE ARROYO DE LA MEDIA LEGUA NUM 29 ,472401 - COMERCIO AL POR MENOR DE PAN Y PRODUCTOS DE PANADERIA Y BOLLERIA CON OBRADOR,25/06/2019,Programada,Prioridad media,Favorable,Media,comercio,,,,,,,,,40.4110374,-3.6561635,Moratalaz,,,
2018,2303,CERVECERIA CAFETERIA YULI,CALLE ARROYO DE LA MEDIA LEGUA NUM 33 ,561005 - BAR CON COCINA,08/10/2018,Programada,Prioridad media,Favorable,Media,bares/restaurantes,,,,,,,,,40.4112879,-3.6551535,Moratalaz,,,
2018,7259,CAFETERIA MIJARES II,CALLE ARROYO DE LAS PILILLAS NUM 16 ,561005 - BAR CON COCINA,13/07/2018,Programada,Prioridad media,Favorable,Media,bares/restaurantes,,,,,,,,,40.4077739,-3.6509969,Moratalaz,,,
2018,7250,CASQUERIA,CALLE ARROYO DE LAS PILILLAS NUM 16 ,472207 - COMERCIO AL POR MENOR DE CASQUERIA,09/01/2018,Programada,Prioridad media,Favorable,Media,comercio,,,,,,,,,40.4077739,-3.6509969,Moratalaz,,,
2018,7254,CROISSANTERIE,CALLE ARROYO DE LAS PILILLAS NUM 16 ,472402 - COMERCIO AL POR MENOR DE PAN Y PRODUCTOS DE PANADERIA Y BOLLERIA SIN OBRADOR,13/09/2018,Programada,Prioridad baja,Favorable,Baja,comercio,,,,,,,,,40.4077739,-3.6509969,Moratalaz,,,
2018,7258,FRUTAS,CALLE ARROYO DE LAS PILILLAS NUM 16 ,472102 - COMERCIO AL POR MENOR DE FRUTAS Y HORTALIZAS SIN OBRADOR,01/02/2018,Programada,Prioridad baja,Favorable,Baja,comercio,,,,,,,,,40.4077739,-3.6509969,Moratalaz,,,
2018,7257,FRUTAS Y VERDURAS,CALLE ARROYO DE LAS PILILLAS NUM 16 ,472102 - COMERCIO AL POR MENOR DE FRUTAS Y HORTALIZAS SIN OBRADOR,12/09/2018,Programada,Prioridad baja,Favorable,Baja,comercio,,,,,,,,,40.4077739,-3.6509969,Moratalaz,,,
2018,7256,FRUTERIA,CALLE ARROYO DE LAS PILILLAS NUM 16 ,472102 - COMERCIO AL POR MENOR DE FRUTAS Y HORTALIZAS SIN OBRADOR,01/02/2018,Programada,Prioridad baja,Favorable,Baja,comercio,,,,,,,,,40.4077739,-3.6509969,Moratalaz,,,
2018,7251,LA DESPENSA DE CARMELA,CALLE ARROYO DE LAS PILILLAS NUM 16 ,472907 - COMERCIO AL POR MENOR DE FRUTOS SECOS Y VARIANTES,09/08/2018,Programada,Prioridad baja,Favorable,Baja,comercio,,,,,,,,,40.4077739,-3.6509969,Moratalaz,,,
2018,7252,VARIANTES,CALLE ARROYO DE LAS PILILLAS NUM 16 ,472907 - COMERCIO AL POR MENOR DE FRUTOS SECOS Y VARIANTES,13/07/2018,Programada,Prioridad baja,Favorable,Baja,comercio,,,,,,,,,40.4077739,-3.6509969,Moratalaz,,,
